id,context,question,answer_text,answer_start,context_len_words,question_len_words,answer_len_words
572844763acd2414000df815,"Developers also found the machine difficult to program for. In 2007, Gabe Newell of Valve said ""The PS3 is a total disaster on so many levels, I think it's really clear that Sony lost track of what customers and what developers wanted"". He continued ""I'd say, even at this late date, they should just cancel it and do a do over. Just say, 'This was a horrible disaster and we're sorry and we're going to stop selling this and stop trying to convince people to develop for it'"". Doug Lombardi VP of Marketing for Valve has since stated that they are interested in developing for the console and are looking to hire talented PS3 programmers for future projects. He later restated Valve's position, ""Until we have the ability to get a PS3 team together, until we find the people who want to come to Valve or who are at Valve who want to work on that, I don't really see us moving to that platform"". At Sony's E3 2010 press conference, Newell made a live appearance to recant his previous statements, citing Sony's move to make the system more developer friendly, and to announce that Valve would be developing Portal 2 for the system. He also claimed that the inclusion of Steamworks (Valve's system to automatically update their software independently) would help to make the PS3 version of Portal 2 the best console version on the market.","In what year did Gabe Newell call the PS3 ""a total disaster""?",2007,63,237,12,1
56d6477c1c85041400947068,"On the evening of May 18, CCTV-1 hosted a special four-hour program called The Giving of Love (simplified Chinese: 爱的奉献; traditional Chinese: 愛的奉獻), hosted by regulars from the CCTV New Year's Gala and round-the-clock coverage anchor Bai Yansong. It was attended by a wide range of entertainment, literary, business and political figures from mainland China, Hong Kong, Singapore and Taiwan. Donations of the evening totalled 1.5 billion Chinese Yuan (~US$208 million). Of the donations, CCTV gave the biggest corporate contribution at ¥50 million. Almost at the same time in Taiwan, a similarly themed programme was on air hosted by the sitting president Ma Ying-jeou. In June, Hong Kong actor Jackie Chan, who donated $1.57 million to the victims, made a music video alongside other artists entitled ""Promise""; the song was composed by Andy Lau. The Artistes 512 Fund Raising Campaign, an 8-hour fundraising marathon, was held on June 1 in Hong Kong; it was attended by some 200 Sinosphere musicians and celebrities. In Singapore, MediaCorp Channel 8 hosted a 'live' programme 让爱川流不息 to raise funds for the victims.",How much did actor Jackie Chan donate?,1.57 million,721,178,7,2
56f8f2c89e9bad19000a075d,"These were fighting words to be coming from a country that once insisted Europe needed Turkey and was willing to spill blood over it. For his authority Miller invokes the people, citing the ""collective wisdom"" of Europe, and introducing a concept to arise many times in the decades to follow under chilling circumstances:",Miller's words were considered what?,fighting words,11,53,5,2
571a90d74faf5e1900b8aa99,"Athanasius's episcopate began on 9 May 328 as the Alexandrian Council elected Athanasius to succeed the aged Alexander. That council also denounced various heresies and schisms, many of which continued to preoccupy his 45-year-long episcopate (c. 8 June 328 – 2 May 373). Patriarch Athanasius spent over 17 years in five exiles ordered by four different Roman Emperors, not counting approximately six more incidents in which Athanasius fled Alexandria to escape people seeking to take his life. This gave rise to the expression ""Athanasius contra mundum"" or ""Athanasius against the world"". However, during his first years as bishop, Athanasius visited the churches of his territory, which at that time included all of Egypt and Libya. He established contacts with the hermits and monks of the desert, including Pachomius, which proved very valuable to him over the years. Shortly thereafter, Athanasius became occupied with the theological disputes against Arians within the Byzantine Empire that would occupy much of his life.",Was he united with the Arians in his beliefs?,disputes against Arians,940,159,9,3
5726ae55708984140094cdb3,"In 1880, the newspapers News and Observer combined to form The News & Observer. It remains Raleigh's primary daily newspaper. The North Carolina College of Agriculture and Mechanic Arts, now known as North Carolina State University, was founded as a land-grant college in 1887. The city's Rex Hospital opened in 1889 and included the state's first nursing school. The Baptist Women's College, now known as Meredith College, opened in 1891, and in 1898, The Academy of Music, a private music conservatory, was established.",What year did the News and the Observer merge?,1880,3,83,9,1
57314deaa5e9cc1400cdbe42,"Widespread drought in North China, combined with the imperialist designs of European powers and the instability of the Qing government, created conditions that led to the emergence of the Righteous and Harmonious Fists, or ""Boxers."" In 1900, local groups of Boxers proclaiming support for the Qing dynasty murdered foreign missionaries and large numbers of Chinese Christians, then converged on Beijing to besiege the Foreign Legation Quarter. A coalition of European, Japanese, and Russian armies (the Eight-Nation Alliance) then entered China without diplomatic notice, much less permission. Cixi declared war on all of these nations, only to lose control of Beijing after a short, but hard-fought campaign. She fled to Xi'an. The victorious allies drew up scores of demands on the Qing government, including compensation for their expenses in invading China and execution of complicit officials.",Who invaded China?,"A coalition of European, Japanese, and Russian armies",444,135,3,8
56f89bfa9b226e1400dd0cb7,"High levels of precipitation cause the glaciers to descend to permafrost levels in some areas whereas in other, more arid regions, glaciers remain above about the 3,500 m (11,483 ft) level. The 1,817 square kilometres (702 sq mi) of the Alps covered by glaciers in 1876 had shrunk to 1,342 km2 (518 sq mi) by 1973, resulting in decreased river run-off levels. Forty percent of the glaciation in Austria has disappeared since 1850, and 30% of that in Switzerland.",What cause the glaciers to descend to permafrost levels in some areas? ,High levels of precipitation,0,79,12,4
5727e3d54b864d1900163f5f,"On 20 June 1995, the Southern Baptist Convention voted to adopt a resolution renouncing its racist roots and apologizing for its past defense of slavery. More than 20,000 Southern Baptists registered for the meeting in Atlanta. The resolution declared that messengers, as SBC delegates are called, ""unwaveringly denounce racism, in all its forms, as deplorable sin"" and ""lament and repudiate historic acts of evil such as slavery from which we continue to reap a bitter harvest."" It offered an apology to all African-Americans for ""condoning and/or perpetuating individual and systemic racism in our lifetime"" and repentance for ""racism of which we have been guilty, whether consciously or unconsciously."" Although Southern Baptists have condemned racism in the past, this was the first time the predominantly white convention had dealt specifically with the issue of slavery.",How many Baptists registered for the meeting in Atlanta?,"More than 20,000",154,134,9,3
570e48100b85d914000d7de8,"Uranium metal heated to 250 to 300 °C (482 to 572 °F) reacts with hydrogen to form uranium hydride. Even higher temperatures will reversibly remove the hydrogen. This property makes uranium hydrides convenient starting materials to create reactive uranium powder along with various uranium carbide, nitride, and halide compounds. Two crystal modifications of uranium hydride exist: an α form that is obtained at low temperatures and a β form that is created when the formation temperature is above 250 °C.","Along with uranium carbide and halide, what type of compound is often created with uranium hydride?",nitride,299,80,16,1
57265c18dd62a815002e82aa,"Victoria's youngest son, Leopold, was affected by the blood-clotting disease haemophilia B and two of her five daughters, Alice and Beatrice, were carriers. Royal haemophiliacs descended from Victoria included her great-grandsons, Tsarevich Alexei of Russia, Alfonso, Prince of Asturias, and Infante Gonzalo of Spain. The presence of the disease in Victoria's descendants, but not in her ancestors, led to modern speculation that her true father was not the Duke of Kent but a haemophiliac. There is no documentary evidence of a haemophiliac in connection with Victoria's mother, and as male carriers always suffer the disease, even if such a man had existed he would have been seriously ill. It is more likely that the mutation arose spontaneously because Victoria's father was over 50 at the time of her conception and haemophilia arises more frequently in the children of older fathers. Spontaneous mutations account for about a third of cases.",Which of Victoria's daughters were carriers of haemophilia?,Alice and Beatrice,122,149,8,3
572fb38ea23a5019007fc8c9,"Because the electron mobility is higher than the hole mobility for all semiconductor materials, a given bipolar n–p–n transistor tends to be swifter than an equivalent p–n–p transistor. GaAs has the highest electron mobility of the three semiconductors. It is for this reason that GaAs is used in high-frequency applications. A relatively recent FET development, the high-electron-mobility transistor (HEMT), has a heterostructure (junction between different semiconductor materials) of aluminium gallium arsenide (AlGaAs)-gallium arsenide (GaAs) which has twice the electron mobility of a GaAs-metal barrier junction. Because of their high speed and low noise, HEMTs are used in satellite receivers working at frequencies around 12 GHz. HEMTs based on gallium nitride and aluminium gallium nitride (AlGaN/GaN HEMTs) provide a still higher electron mobility and are being developed for various applications.",What is the common application of GaAs?,high-frequency applications,297,129,7,2
572e843cc246551400ce42ab,"Following the completion of his PhD in 1942, Feynman held an appointment at the University of Wisconsin–Madison as an assistant professor of physics. The appointment was spent on leave for his involvement in the Manhattan project. In 1945, he received a letter from Dean Mark Ingraham of the College of Letters and Science requesting his return to UW to teach in the coming academic year. His appointment was not extended when he did not commit to return. In a talk given several years later at UW, Feynman quipped, ""It's great to be back at the only university that ever had the good sense to fire me.""",Where did Feynman spend his time during his contract at UW?,Manhattan project,212,106,11,2
5728233a2ca10214002d9eac,"Until recently, in the absence of prior agreement on a clear and precise definition, the concept was thought to mean (as a shorthand) 'a division of sovereignty between two levels of government'. New research, however, argues that this cannot be correct, as dividing sovereignty - when this concept is properly understood in its core meaning of the final and absolute source of political authority in a political community - is not possible. The descent of the United States into Civil War in the mid-nineteenth century, over disputes about unallocated competences concerning slavery and ultimately the right of secession, showed this. One or other level of government could be sovereign to decide such matters, but not both simultaneously. Therefore, it is now suggested that federalism is more appropriately conceived as 'a division of the powers flowing from sovereignty between two levels of government'. What differentiates the concept from other multi-level political forms is the characteristic of equality of standing between the two levels of government established. This clarified definition opens the way to identifying two distinct federal forms, where before only one was known, based upon whether sovereignty resides in the whole (in one people) or in the parts (in many peoples): the federal state (or federation) and the federal union of states (or federal union), respectively. Leading examples of the federal state include the United States, Germany, Canada, Switzerland, Australia and India. The leading example of the federal union of states is the European Union.","Before new research, what was the definition of federalism? ",a division of sovereignty between two levels of government,135,245,9,9
5727b7c3ff5b5019007d9352,"The Three Gorges Dam, the largest dam ever constructed, is being built on the Yangtze River in nearby Hubei province to control flooding in the Sichuan Basin, neighboring Yunnan province, and downstream. The plan is hailed by some as China's efforts to shift towards alternative energy sources and to further develop its industrial and commercial bases, but others have criticised it for its potentially harmful effects, such as massive resettlement of residents in the reservoir areas, loss of archeological sites, and ecological damages.",What is the purpose of the Three Gorges Dam?,"to control flooding in the Sichuan Basin, neighboring Yunnan province, and downstream",117,83,9,12
573103f2497a881900248aef,"The women of Tuvalu use cowrie and other shells in traditional handicrafts. The artistic traditions of Tuvalu have traditionally been expressed in the design of clothing and traditional handicrafts such as the decoration of mats and fans. Crochet (kolose) is one of the art forms practiced by Tuvaluan women. The material culture of Tuvalu uses traditional design elements in artefacts used in everyday life such as the design of canoes and fish hooks made from traditional materials. The design of women's skirts (titi), tops (teuga saka), headbands, armbands, and wristbands, which continue to be used in performances of the traditional dance songs of Tuvalu, represents contemporary Tuvaluan art and design.",What sea creatures were used in traditional handicrafts?,shells,41,110,8,1
57069d6f75f01819005e7c55,"In 2007, the Japanese Buddhist organisation Nipponzan Myohoji decided to build a Peace Pagoda in the city containing Buddha relics. It was inaugurated by the current Dalai Lama.",The Peace Pagoda built in New Delhi by the Nipponzan Myohoji contained what type of artifacts?,Buddha relics,117,28,16,2
57260ae238643c19005acf78,"The initial cost of an incandescent bulb is small compared to the cost of the energy it uses over its lifetime. Incandescent bulbs have a shorter life than most other lighting, an important factor if replacement is inconvenient or expensive. Some types of lamp, including incandescent and fluorescent, emit less light as they age; this may be an inconvenience, or may reduce effective lifetime due to lamp replacement before total failure. A comparison of incandescent lamp operating cost with other light sources must include illumination requirements, cost of the lamp and labor cost to replace lamps (taking into account effective lamp lifetime), cost of electricity used, effect of lamp operation on heating and air conditioning systems. When used for lighting in houses and commercial buildings, the energy lost to heat can significantly increase the energy required by a building's air conditioning system. During the heating season heat produced by the bulbs is not wasted, although in most cases it is more cost effective to obtain heat from the heating system. Regardless, over the course of a year a more efficient lighting system saves energy in nearly all climates.",What appliance requires more energy due to the use of incandescent lighting?,a building's air conditioning system,875,188,12,5
5730b6398ab72b1400f9c6d3,"These deities formed a core pantheon; there were additionally hundreds of minor ones. Sumerian gods could thus have associations with different cities, and their religious importance often waxed and waned with those cities' political power. The gods were said to have created human beings from clay for the purpose of serving them. The temples organized the mass labour projects needed for irrigation agriculture. Citizens had a labor duty to the temple, though they could avoid it by a payment of silver.",What could Sumerian gods be associated with?,different cities,134,81,7,2
56d4bcef2ccc5a1400d8319b,"In 14th-century England, hound (from Old English: hund) was the general word for all domestic canines, and dog referred to a subtype of hound, a group including the mastiff. It is believed this ""dog"" type was so common, it eventually became the prototype of the category ""hound"". By the 16th century, dog had become the general word, and hound had begun to refer only to types used for hunting. The word ""hound"" is ultimately derived from the Proto-Indo-European word *kwon- ""dog"".",What breed was so prolific it became a prototype of hound?,mastiff.,165,81,11,1
56e7974337bdd419002c41c2,"From 2000 to 2009, the AFL had its own developmental league, the af2. The AFL played 22 seasons from 1987 to 2008; internal issues caused the league to cancel its 2009 season, though the af2 did play. Later that year both the AFL and af2 were dissolved and reorganized as a new corporation comprising teams from both leagues, and the AFL returned in 2010. The Arena Football League has its headquarters in Chicago, Illinois.",What Arena Football League season was cancelled?,2009,163,74,7,1
56fc89bbb53dbe190075512b,"Since the early 1960s, theoretical linguists have moved away from the traditional concept of a phoneme, preferring to consider basic units at a more abstract level, as a component of morphemes; these units can be called morphophonemes, and analysis using this approach is called morphophonology.",What is a name for the basic morpheme unit?,morphophonemes,220,45,9,1
57313cc0a5e9cc1400cdbd80,"In modern color theory, also known as the RGB color model, red, green and blue are additive primary colors. Red, green and blue light combined together makes white light, and these three colors, combined in different mixtures, can produce nearly any other color. This is the principle that is used to make all of the colors on your computer screen and your television. For example, purple on a computer screen is made by a similar formula to used by Cennino Cennini in the Renaissance to make violet, but using additive colors and light instead of pigment: it is created by combining red and blue light at equal intensity on a black screen. Violet is made on a computer screen in a similar way, but with a greater amount of blue light and less red light.","What color light is created when one mixes red, green, and blue?",white,158,135,12,1
572a00d23f37b31900478637,"In particle physics, this inequality permits a qualitative understanding of virtual particles which carry momentum, exchange by which and with real particles, is responsible for the creation of all known fundamental forces (more accurately known as fundamental interactions). Virtual photons (which are simply lowest quantum mechanical energy state of photons) are also responsible for electrostatic interaction between electric charges (which results in Coulomb law), for spontaneous radiative decay of exited atomic and nuclear states, for the Casimir force, for van der Waals bond forces and some other observable phenomena.",What are simply lowest quantum mechanical energy state of photons?,Virtual photons,276,89,10,2
56f8f9f49e9bad19000a079d,"The basis of Simpson's unity is color and colonial subjection. His color chart recognizes a spectrum of black, brown and yellow, which at the time had been traditional since the late 19th century. Apart from these was ""the great white race"", which the moderate Simpson tones down to simply the white race. The great whites were appearing as late as the 1920s works of James Henry Breasted, which were taught as the gospel of ancient history throughout the entire first half of the 20th century. A red wavelength was mainly of interest in America. The eastern question was modified by Simpson to ""The Problem of the Nearer East,"" which had nothing to do with the Ottomans but everything to do with British colonialism. Simpson wrote of the white man:",In whose works were the great whites appearing?,James Henry Breasted,368,129,8,3
572ab36d34ae481900deac5f,"Areas such as South Street and Old City have a vibrant night life. The Avenue of the Arts in Center City contains many restaurants and theaters, such as the Kimmel Center for the Performing Arts, which is home to the Philadelphia Orchestra, generally considered one of the top five orchestras in the United States, and the Academy of Music, the nation's oldest continually operating opera house, home to the Opera Company of Philadelphia and the Pennsylvania Ballet. The Wilma Theatre and Philadelphia Theatre Company have new buildings constructed in the last decade on the avenue. They produce a variety of new works. Several blocks to the east are the Walnut Street Theatre, America's oldest theatre and the largest subscription theater in the world; as well as the Lantern Theatre at St. Stephens Church, one of a number of smaller venues.",What is the countries oldest opera house?,Academy of Music,323,140,7,3
56f7f5fca6d7ea1400e17329,"After the Union of Horodło the Lithuanian nobility acquired equal status with the Polish szlachta, and over time began to become more and more polonized, although they did preserve their national consciousness, and in most cases recognition of their Lithuanian family roots. In the 16th century some of the Lithuanian nobility claimed that they were of Roman extraction, and the Lithuanian language was just a morphed Latin language. This led to paradox: Polish nobility claimed own ancestry from Sarmatian tribes, but Sarmatians were considered enemies to Romans. Thus new Roman-Sarmatian theory was created. Strong cultural ties with Polish nobility led that in the 16th century the new term to name Lithuanian nobility appeared šlėkta—a direct loanword from Polish szlachta. From the view of historical truth Lithuanians also should use this term, šlėkta (szlachta), to name own nobility, but Lithuanian linguists forbade the usage of this Polish loanword. This refusal to use word szlachta (in Lithuanian text šlėkta) complicates all naming.",Who forbid the use of the word slekta?,Lithuanian linguists,896,160,8,2
572fc71504bcaa1900d76d01,"Armenia is member of Collective Security Treaty Organisation (CSTO) along with Belarus, Kazakhstan, Kyrgyzstan, Russia, Tajikistan and Uzbekistan. It participates in NATO's Partnership for Peace (PiP) program and is in a NATO organisation called Euro-Atlantic Partnership Council (EAPC). Armenia has engaged in a peacekeeping mission in Kosovo as part of non-NATO KFOR troops under Greek command. Armenia also had 46 members of its military peacekeeping forces as a part of the Coalition Forces in Iraq War until October 2008.",Who else joins Armenia in the CSTO?,"Belarus, Kazakhstan, Kyrgyzstan, Russia, Tajikistan and Uzbekistan",79,79,7,7
56bfa761a10cfb1400551202,"At the 57th Annual Grammy Awards in February 2015, Beyoncé was nominated for six awards, ultimately winning three: Best R&B Performance and Best R&B Song for ""Drunk in Love"", and Best Surround Sound Album for Beyoncé. She was nominated for Album of the Year but the award was won by Beck for his Morning Phase album. In August, the cover of the September issue of Vogue magazine was unveiled online, Beyoncé as the cover star, becoming the first African-American artist and third African-American woman in general to cover the September issue. She headlined the 2015 Made in America festival in early September and also the Global Citizen Festival later that month. Beyoncé made an uncredited featured appearance on the track ""Hymn for the Weekend"" by British rock band Coldplay, on their seventh studio album A Head Full of Dreams (2015), which saw release in December. On January 7, 2016, Pepsi announced Beyoncé would perform alongside Coldplay at Super Bowl 50 in February. Knowles has previously performed at four Super Bowl shows throughout her career, serving as the main headliner of the 47th Super Bowl halftime show in 2013.",On what magazine was she the cover model?,Vogue,364,188,8,1
56fc3e072603e7140040a03d,"In a course at the LSA summer institute in 1991, Alan Prince and Paul Smolensky developed optimality theory—an overall architecture for phonology according to which languages choose a pronunciation of a word that best satisfies a list of constraints ordered by importance; a lower-ranked constraint can be violated when the violation is necessary in order to obey a higher-ranked constraint. The approach was soon extended to morphology by John McCarthy and Alan Prince, and has become a dominant trend in phonology. The appeal to phonetic grounding of constraints and representational elements (e.g. features) in various approaches has been criticized by proponents of 'substance-free phonology', especially Mark Hale and Charles Reiss.",When did Prince and Smolensky develop their theory?,1991,43,110,8,1
5733d2444776f419006612d8,"Before the early 20th century, treatments for infections were based primarily on medicinal folklore. Mixtures with antimicrobial properties that were used in treatments of infections were described over 2000 years ago. Many ancient cultures, including the ancient Egyptians and ancient Greeks, used specially selected mold and plant materials and extracts to treat infections. More recent observations made in the laboratory of antibiosis between microorganisms led to the discovery of natural antibacterials produced by microorganisms. Louis Pasteur observed, ""if we could intervene in the antagonism observed between some bacteria, it would offer perhaps the greatest hopes for therapeutics"". The term 'antibiosis', meaning ""against life"", was introduced by the French bacteriologist Jean Paul Vuillemin as a descriptive name of the phenomenon exhibited by these early antibacterial drugs. Antibiosis was first described in 1877 in bacteria when Louis Pasteur and Robert Koch observed that an airborne bacillus could inhibit the growth of Bacillus anthracis. These drugs were later renamed antibiotics by Selman Waksman, an American microbiologist, in 1942. Synthetic antibiotic chemotherapy as a science and development of antibacterials began in Germany with Paul Ehrlich in the late 1880s. Ehrlich noted certain dyes would color human, animal, or bacterial cells, whereas others did not. He then proposed the idea that it might be possible to create chemicals that would act as a selective drug that would bind to and kill bacteria without harming the human host. After screening hundreds of dyes against various organisms, in 1907, he discovered a medicinally useful drug, the synthetic antibacterial salvarsan now called arsphenamine.",What methods did people use before antibiotics to treat infections?,medicinal folklore,81,255,10,2
572fe81ab2c2fd14005685a9,"Antennas are characterized by a number of performance measures which a user would be concerned with in selecting or designing an antenna for a particular application. Chief among these relate to the directional characteristics (as depicted in the antenna's radiation pattern) and the resulting gain. Even in omnidirectional (or weakly directional) antennas, the gain can often be increased by concentrating more of its power in the horizontal directions, sacrificing power radiated toward the sky and ground. The antenna's power gain (or simply ""gain"") also takes into account the antenna's efficiency, and is often the primary figure of merit.",How could one deide what type of antenna is nedded for a project?,performance measures,42,98,13,2
5726b095f1498d1400e8e781,"Although Whig grandees such as Portland and Fitzwilliam privately agreed with Burke's Appeal, they wished he had used more moderate language. Fitzwilliam saw the Appeal as containing ""the doctrines I have sworn by, long and long since"". Francis Basset, a backbench Whig MP, wrote to Burke: ""...though for reasons which I will not now detail I did not then deliver my sentiments, I most perfectly differ from Mr. Fox & from the great Body of opposition on the French Revolution"". Burke sent a copy of the Appeal to the king and the king requested a friend to communicate to Burke that he had read it ""with great Satisfaction"". Burke wrote of its reception: ""Not one word from one of our party. They are secretly galled. They agree with me to a title; but they dare not speak out for fear of hurting Fox. ... They leave me to myself; they see that I can do myself justice"". Charles Burney viewed it as ""a most admirable book—the best & most useful on political subjects that I have ever seen"" but believed the differences in the Whig Party between Burke and Fox should not be aired publicly.",How did Burke think the Whigs secretly felt?,galled,711,195,8,1
572f6c2304bcaa1900d7691b,"Women were expected to obey the will of their father, then their husband, and then their adult son in old age. However, it is known from contemporary sources that there were many deviations to this rule, especially in regard to mothers over their sons, and empresses who ordered around and openly humiliated their fathers and brothers. Women were exempt from the annual corvée labor duties, but often engaged in a range of income-earning occupations aside from their domestic chores of cooking and cleaning.",Which parental figures often avoided the common familial rules?,mothers,228,83,9,1
56cc306b6d243a140015eec7,"The Ming initiated sporadic armed intervention in Tibet during the 14th century, but did not garrison permanent troops there. At times the Tibetans also used armed resistance against Ming forays. The Wanli Emperor (r. 1572–1620) made attempts to reestablish Sino-Tibetan relations after the Mongol-Tibetan alliance initiated in 1578, which affected the foreign policy of the subsequent Qing dynasty (1644–1912) of China in their support for the Dalai Lama of the Gelug school. By the late 16th century, the Mongols were successful armed protectors of the Gelug Dalai Lama, after increasing their presence in the Amdo region. This culminated in Güshi Khan's (1582–1655) conquest of Tibet from 1637–1642 and the establishment of the Ganden Phodrang regime by the 5th Dalai Lama with his help.",Which regime did Güshi Khan help establish? ,the Ganden Phodrang,727,123,7,3
5726c8de708984140094d153,"Romanesque architecture in Germany, Poland, the Czech Lands and Austria is characterised by its massive and modular nature. This is expressed in the Gothic architecture of Central Europe in the huge size of the towers and spires, often projected, but not always completed. The west front generally follows the French formula, but the towers are very much taller and, if complete, are surmounted by enormous openwork spires that are a regional feature. Because of the size of the towers, the section of the façade between them may appear narrow and compressed. The eastern end follows the French form. The distinctive character of the interior of German Gothic cathedrals is their breadth and openness. This is the case even when, as at Cologne, they have been modelled upon a French cathedral. German cathedrals, like the French, tend not to have strongly projecting transepts. There are also many hall churches (Hallenkirchen) without clerestory windows.","In Germany, Poland and Austria Romanesque architecture is defined by its massive size and what other design element?",modular nature,108,152,18,2
572fb85804bcaa1900d76c34,"In the religious sphere, this was a period of profound change. The spiritual revolution that took place, saw a waning of the old Greek religion, whose decline beginning in the 3rd century BC continued with the introduction of new religious movements from the East. The cults of deities like Isis and Mithra were introduced into the Greek world. Greek-speaking communities of the Hellenized East were instrumental in the spread of early Christianity in the 2nd and 3rd centuries, and Christianity's early leaders and writers (notably St Paul) were generally Greek-speaking, though none were from Greece. However, Greece itself had a tendency to cling to paganism and was not one of the influential centers of early Christianity: in fact, some ancient Greek religious practices remained in vogue until the end of the 4th century, with some areas such as the southeastern Peloponnese remaining pagan until well into the 10th century AD.",What group was significant in the expansion of the Christian faith ?,Hellenized East were instrumental in the spread of early Christianity,379,150,12,10
57335c77d058e614000b5908,"In testimony before the Senate Committee on Commerce, Science, and Transportation on June 3, 2008, former director of the CFTC Division of Trading & Markets (responsible for enforcement) Michael Greenberger specifically named the Atlanta-based IntercontinentalExchange, founded by Goldman Sachs, Morgan Stanley and BP as playing a key role in speculative run-up of oil futures prices traded off the regulated futures exchanges in London and New York. However, the IntercontinentalExchange (ICE) had been regulated by both European and U.S. authorities since its purchase of the International Petroleum Exchange in 2001. Mr Greenberger was later corrected on this matter.",Who did Michael Greenberger erronesously name as a key player in speculative run-up of oil futures?,IntercontinentalExchange,244,97,16,1
5727cc862ca10214002d969f,"Two recent discoveries indicate probable very early settlements near the Thames in the London area. In 1999, the remains of a Bronze Age bridge were found on the foreshore north of Vauxhall Bridge. This bridge either crossed the Thames, or went to a now lost island in the river. Dendrology dated the timbers to 1500 BC. In 2010 the foundations of a large timber structure, dated to 4500 BC, were found on the Thames foreshore, south of Vauxhall Bridge. The function of the mesolithic structure is not known. Both structures are on South Bank, at a natural crossing point where the River Effra flows into the River Thames.",The remains of an ancient bridge found on the shore of the River Thames was dated back to what archaeological period?,Bronze Age,126,108,21,2
57265974dd62a815002e8267,"The growth of the Internet, and particularly distributed search engines like Kazaa and Gnutella, have represented a challenge for copyright policy. The Recording Industry Association of America, in particular, has been on the front lines of the fight against copyright infringement, which the industry calls ""piracy"". The industry has had victories against some services, including a highly publicized case against the file-sharing company Napster, and some people have been prosecuted for sharing files in violation of copyright. The electronic age has seen an increase in the attempt to use software-based digital rights management tools to restrict the copying and use of digitally based works. Laws such as the Digital Millennium Copyright Act have been enacted, that use criminal law to prevent any circumvention of software used to enforce digital rights management systems. Equivalent provisions, to prevent circumvention of copyright protection have existed in EU for some time, and are being expanded in, for example, Article 6 and 7 the Copyright Directive. Other examples are Article 7 of the Software Directive of 1991 (91/250/EEC), and the Conditional Access Directive of 1998 (98/84/EEC). This can hinder legal uses, affecting public domain works, limitations and exceptions to copyright, or uses allowed by the copyright holder. Some copyleft licenses, like GNU GPL 3, are designed to counter that. Laws may permit circumvention under specific conditions like when it is necessary to achieve interoperability with the circumventor's program, or for accessibility reasons; however, distribution of circumvention tools or instructions may be illegal.",What type of company was Napster?,file-sharing,419,247,6,1
573026e0a23a5019007fce82,The Swazi bicameral Parliament or Libandla consists of the Senate (30 seats; 10 members appointed by the House of Assembly and 20 appointed by the monarch; to serve five-year terms) and the House of Assembly (65 seats; 10 members appointed by the monarch and 55 elected by popular vote; to serve five-year terms). The elections are held every five years after dissolution of parliament by the king. The last elections were held on 20 September 2013. The balloting is done on a non-party basis in all categories. All election procedures are overseen by the elections and boundaries commission.,When were the most recent elections in Swaziland?,20 September 2013,431,98,8,3
56f71a1c711bf01900a44964,"The English word Slav could be derived from the Middle English word sclave, which was borrowed from Medieval Latin sclavus or slavus, itself a borrowing and Byzantine Greek σκλάβος sklábos ""slave,"" which was in turn apparently derived from a misunderstanding of the Slavic autonym (denoting a speaker of their own languages). The Byzantine term Sklavinoi was loaned into Arabic as Saqaliba صقالبة (sing. Saqlabi صقلبي) by medieval Arab historiographers. However, the origin of this word is disputed.",The word Slav could be derived from what Middle English word?,sclave,68,77,11,1
5728bcadff5b5019007da5c0,"According to the Constitution of Estonia (Estonian: Põhiseadus) the supreme power of the state is vested in the people. The people exercise their supreme power of the state on the elections of the Riigikogu through citizens who have the right to vote. The supreme judicial power is vested in the Supreme Court or Riigikohus, with nineteen justices. The Chief Justice is appointed by the parliament for nine years on nomination by the president. The official Head of State is the President of Estonia, who gives assent to the laws passed by Riigikogu, also having the right of sending them back and proposing new laws.",What document declares supreme power for the people?,the Constitution of Estonia,13,104,8,4
56e7aa8000c9c71400d774b9,"On June 18, 2009, the National Archives announced the launching of a YouTube channel ""to showcase popular archived films, inform the public about upcoming events around the country, and bring National Archives exhibits to the people."" Also in 2009, the National Archives launched a Flickr photostream to share portions of its photographic holdings with the general public. A new teaching with documents website premiered in 2010 and was developed by the education team. The website features 3,000 documents, images, and recordings from the holdings of the Archives. The site also features lesson plans and tools for creating new classroom activities and lessons.",What online service did the National Archives decide to use to showcase its photographic holdings?,Flickr,282,102,15,1
5731cdbce17f3d1400422434,"Spielberg first met actress Amy Irving in 1976 at the suggestion of director Brian De Palma, who knew he was looking for an actress to play in Close Encounters. After meeting her, Spielberg told his co-producer Julia Phillips, ""I met a real heartbreaker last night."":293 Although she was too young for the role, she and Spielberg began dating and she eventually moved in to what she described as his ""bachelor funky"" house.:294 They lived together for four years, but the stresses of their professional careers took a toll on their relationship. Irving wanted to be certain that whatever success she attained as an actress would be her own: ""I don't want to be known as Steven's girlfriend,"" she said, and chose not to be in any of his films during those years.:295",What was Amy Irving's career?,actress,20,132,5,1
572840282ca10214002da18a,"Doubts remained over the authority of the Belavezha Accords to disband the Soviet Union, since they were signed by only three republics. However, on December 21, 1991, representatives of 11 of the 12 former republics – all except Georgia – signed the Alma-Ata Protocol, which confirmed the dissolution of the Union and formally established the CIS. They also ""accepted"" Gorbachev's resignation. While Gorbachev hadn't made any formal plans to leave the scene yet, he did tell CBS News that he would resign as soon as he saw that the CIS was indeed a reality.",Which republic did not sign the Alma-Ata Protocol?,Georgia,230,94,8,1
